No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
15,10.00 WIB,PA Anak - Roh Kudus Turun Memberi Kuasa,Sdr. Alfret Y. Tadjo Talo,http://bit.ly/mriidepoklive,,20200606,
16,10.30 WIB,Kebaktian Penutupan Semester Genap 2020 STTRII,Pdt. Sutjipto Subeno,https://www.youtube.com/STTRIIOnline/live,,20200606,
17,11.00 WIB,Persekutuan Doa,GRII Sydney,https://us02web.zoom.us/j/87654253319?pwd=cnF3cnZDMDlYNEpDeGhkTTdSaHg1Zz09,https://www.facebook.com/griisydney,20200606,
18,13.00 WIB,Persekutuan Pemuda & Pekerja,GRII Sydney,https://us02web.zoom.us/j/86492799186?pwd=MVF4REdwQkViemUwSVJpUS96amcvZz09,,20200606,
19,13.00 WIB,PA Anak - Damai Injil-Nya,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20200606,
23,14.00 WIB,Persekutuan Remaja,GRII Pondok Indah,"Zoom Meeting ID: 835 9036 6833,
Password: 449481",,20200606,
22,14.00 WIB,Persekutuan Pra-Remaja,GRII Pondok Indah,"Zoom Meeting ID: 921 5144 6437,
Password: 039453",,20200606,
20,14.00 WIB,Women's Fellowship - Christ Jesus Our Wisdom (Session 1),Vik. Rudy Phen,Pendaftaran hubungi WA : https://wa.me/628121051985,,20200606,
21,14.00 WIB,PA Remaja & Pemuda - Christ in The Old Testament : Under God's Rule,GRII Singapura,https://zoom.us/j/98185321952?pwd=NVNKLzFqdFFEMDBwcXJkdWpiQzBadz09,,20200606,
24,15.00 WIB,PA Remaja & Pemuda - Good Works : Designed for Dignity,"Sdr. Alfret Y. Tadjo Talo,
Sdr. Doni H. Harianja",https://zoom.us/j/8434545367,Live FB : http://facebook.com/mrii.depok,20200606,
25,16.00 WIB,PA Pemuda & Pekerja - Wise Living : Money,Bp. Kenny Ruben,https://griikg.org/live/,Zoom : http://bit.ly/PAPPGRIIKG,20200606,
26,16.00 WIB,Persekutuan Doa,GRII Buaran,http://bit.ly/griibuaranlive,,20200606,
27,16.00 WIB,PA Remaja - Westminster Shorter Cathecism : Question 6,Pdt. Amin Khouw,https://zoom.us/j/87674581530,Zoom Meeting ID : 876 7458 1530,20200606,
28,16.00 WIB,PA - 10 Days Around The Ancient World with Paul : Paul's Third Mission #2,Pdt. Aiter,http://bit.ly/griicitralive,Peta perjalanan (di brosur) : https://drive.google.com/drive/folders/1-ux9sTbmh4_0RpenUB9b2YGw1o0YfuBM?usp=sharing,20200606,
29,16.00 WIB,PA Pemuda & Profesional - Kristus dalam Ratapan,Pdt. Budi Sutrisno,"Zoom Meeting ID : 945 9182 1998,
Password : pemuda",,20200606,
30,16.00 WIB,PA Remaja,GRII Andhika,https://us02web.zoom.us/j/84919628954,,20200606,
31,16.30 WIB,Persekutuan Remaja - Perfect : Pergumulan Orang Kristen untuk Menjadi Sempurna,Vik. Maya Sianturi,"Zoom Meeting ID : 998 9450 0771,
Password : 801987",,20200606,
32,16.45 WIB,PA Pemuda - Judge of All The Earth,GRII BSD,https://zoom.us/j/2425743816,Zoom Meeting ID : 242 574 3816,20200606,
38,17.00 WIB,PA Pemuda - Mahalnya Memuja Berhala,Pdt. Elvis Ratta,"Zoom Meeting ID : 894 4067 2446,
Password : 884325",,20200606,
37,17.00 WIB,PA Pemuda - The Necessity of Scripture,Vik. Leonardo Chandra,http://bit.ly/mriiyogya,Zoom Meeting ID : 365 462 6283,20200606,
36,17.00 WIB,PA - Keselamatan dalam Pandangan Calvin (TULIP),Pdt. Tumpal Hutahaean,https://www.youtube.com/user/griicikarang/live,,20200606,
33,17.00 WIB,Konser : Beethoven - Symphony No. 7,Jakarta Simfonia Orchestra,https://www.youtube.com/watch?v=KDGAN-Ah0Ng,,20200606,
34,17.00 WIB,PA Pemuda - Hermeneutics of Life : Through Movies,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20200606,
35,17.00 WIB,"PA - Roh Kudus & Kawanan Domba Allah : Menjadi Satu Kawanan, Pentingkah?","Pdt. J. Putratama Kamuri,
Vik. Grace Kamuri",http://bit.ly/mriidepoklive,,20200606,
39,17.30 WIB,PA Remaja & Pemuda - Meditasi 12 Perkataan Yesus yang Sulit (1-3),"Sdr. Ayub Sumires,
Sdr. Roby Handoko","Zoom Meeting ID : 295 613 711,
 Password : 694471",,20200606,
40,18.00 WIB,Pemahaman Alkitab,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200606,
41,18.00 WIB,Pembinaan : Injil Kerajaan - Hidup dan Kesaksian (Sharing Hidup),"Pdt. Agus Marjanto,
Pdt. Eko Aria (Host)",http://bit.ly/griimalanglive,,20200606,
43,19.00 WIB,PA - Hard Sayings of The Old Testament II : Lot dan Dosa Sodom,Pdt. Benyamin F. Intan,https://www.youtube.com/c/GRIIPondokIndah/live,,20200606,
42,19.00 WIB,KPIN Katingan 2012 - Bertobatlah! Mengapa Harus Binasa?,Pdt. Stephen Tong,https://www.youtube.com/c/RELAYRMCI/live,https://pusat.grii.org/live,20200606,
44,19.15 WIB,PA Pemuda,Pdt. Tumpal Hutahaean,https://zoom.us/j/84546670861,,20200606,
