No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
18,14.00 WIB,PA Remaja & Pemuda - Christ in The Old Testament : Murder & Malice,GRII Singapura,https://grii-online.zoom.us/j/98546450584?pwd=dHRXVUw2b3F0QzVPU1dBM1JwbFpnUT09,https://www.rec-singapore.org/pemahaman-alkitab/pa-gabungan-remaja-dan-pemuda/,20200620,
19,14.00 WIB,Persekutuan Pra-Remaja,GRII Pondok Indah,"Zoom Meeting ID: 921 5144 6437,
Password: 039453",,20200620,
20,14.00 WIB,Persekutuan Remaja,GRII Pondok Indah,"Zoom Meeting ID: 835 9036 6833,
 Password: 449481",,20200620,
21,15.00 WIB,PA Remaja & Pemuda - Berikanlah Harta Kami yang Secukupnya,"Pdt. J. Putratama Kamuri,
Bp. Yonas Suryono",https://zoom.us/j/8434545367,Live FB : http://facebook.com/mrii.depok,20200620,
28,16.00 WIB,Seminar - Arti Hidup Manusia Menurut Kitab Pengkhotbah,Vik. Jack Kawira,http://bit.ly/Seminar-20Juni,"Zoom Meeting ID : 447 367 5753,
Password : 001501",20200620,
27,16.00 WIB,PA Remaja,GRII Andhika,https://linktr.ee/grii.andhika,,20200620,
26,16.00 WIB,PA Pemuda & Profesional - Kristus dalam Ratapan,Pdt. Budi Sutrisno,"Zoom Meeting ID : 945 9182 1998,
Password : pemuda",,20200620,
22,16.00 WIB,PA Pemuda & Pekerja - Wise Living : Friendship,Pdt. Billy Kristanto,https://griikg.org/live/,,20200620,
24,16.00 WIB,Persekutuan Doa,GRII Buaran,http://bit.ly/griibuaranlive,,20200620,
23,16.00 WIB,Kebaktian Tutup Tahun Ajaran Sekolah Logos - Rethinking Christian Education in Time of Covid-19,Pdt. Sutjipto Subeno,http://s.id/LogosSchoolBintaro,,20200620,
25,16.00 WIB,PA Remaja - Westminster Shorter Cathecism : Question 8,Pdt. Amin Khouw,https://zoom.us/j/87674581530,,20200620,
29,16.30 WIB,PA Remaja - Man of Dust or Man of God?,Bp. Kristanto Wicaksono,"Zoom Meeting ID : 998 9450 0771,
Password : 801987",,20200620,
30,16.30 WIB,PA Pemuda - Living Under the Shadow of God's Providence : Assurance for Tomorrow,Vik. Joshua Siwalette,Pendaftaran hubungi WA : https://wa.me/6281222555455,,20200620,
31,16.45 WIB,PA Pemuda - Preparing for Marriage,GRII BSD,https://zoom.us/j/2425743816,,20200620,
39,17.00 WIB,PA Remaja & Pemuda - Persembahan yang Diterima oleh Tuhan : Persembahan yang Kudus,Vik. Nathanael Marvin,Pendaftaran hubungi WA : https://wa.me/628157690252,,20200620,
38,17.00 WIB,Persekutuan Remaja,GRII Sidoarjo,Pendaftaran hubungi WA : https://wa.me/62811323345,,20200620,
37,17.00 WIB,PA Pemuda -,MRII Balikpapan,"Info Zoom, cek posting di IG : https://www.instagram.com/mriibalikpapan",,20200620,
36,17.00 WIB,PA Pemuda - Budak Dosa,Pdt. Dawis Waiman,http://bit.ly/mriiyogya,Zoom Meeting ID : 365 462 6283,20200620,
35,17.00 WIB,PA - Jaminan Keselamatan,Pdt. Tumpal Hutahaean,https://www.youtube.com/user/griicikarang/live,,20200620,
33,17.00 WIB,PA Pemuda - Hermeneutics of Life : Through Music,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,20200620,
32,17.00 WIB,Konser Klasik - Flute Concerto by Carl Reinecke,Jakarta Simfonia Orchestra,http://bit.ly/YouTubeJSO,,20200620,
34,17.00 WIB,PA - Roh Kudus & Kawanan Domba Allah - Menjadi Satu Kawanan : Menikmati Kelimpahan,"Pdt. J. Putratama Kamuri,
 Vik. Grace Kamuri",http://bit.ly/mriidepoklive,,20200620,
40,17.30 WIB,PA Remaja & Pemuda - Meditasi 12 Perkataan Yesus yang Sulit (7-9),"Sdr. Ayub Sumires,
Sdr. Roby Handoko","Zoom Meeting ID : 295 613 711,
Password : 694471",,20200620,
41,18.00 WIB,Pemahaman Alkitab,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200620,
42,18.00 WIB,Pembinaan : Injil Kerajaan - Hidup dan Kesaksian (Sharing Hidup),"Pdt. Jadi S. Lima,
Pdt. Eko Aria (Host)",http://bit.ly/griimalanglive,,20200620,
43,19.00 WIB,KPIN Kupang 2012 (Hari 1) - Bertobatlah! Mengapa Harus Binasa?,Pdt. Stephen Tong,https://www.youtube.com/watch?v=_OuwlRhowAM,https://pusat.grii.org/live,20200620,
44,19.00 WIB,PA - Hard Sayings of The Old Testament II - Kristus : Anak dan Tuannya Daud?,Pdt. Benyamin F. Intan,https://www.youtube.com/c/GRIIPondokIndah/live,,20200620,
